('吉林市骨伤医院', '二级甲等', '专科医院', '吉林省', '吉林市', '昌邑区', '126', '吉林市昌邑区天津街777号')
('济南钢铁集团总公司职工医院二区分院（济南市历下区姚家办事处济钢二区社区卫生服务站）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '50', '济南市历下区工业南路66号')
('济南天坛中医医院', '未定级', '中医医院', '山东省', '济南市', '天桥区', '60', '天桥区东工商河路36-1')
('济南市历城区仲宫镇卫生院', None, '乡镇卫生院', '山东省', '济南市', '历城区', '0', '仲宫镇')
('山东省预防医学咨询诊疗门诊部', None, '门诊部', '山东省', '济南市', '历下区', '0', '济南市历下区经十路16992号')
('济南历下历园诊所', None, '诊所', '山东省', '济南市', '历下区', '0', '济南市历下区历园小区15号')
('山东现代医学研究院紫荆花医院', None, '综合医院', '山东省', '济南市', '历下区', 0, '解放路')
('济南微著整形美容医院', '未定级', '专科医院', '山东省', '济南市', '历下区', '20', '济南市历下区县西巷6号')
('山东济南中济医院（济南市历下区姚家办事处中济医院社区卫生服务站）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '20', '济南市历下区工业南路65-9号')
('济南历下同仁诊所', None, '诊所', '山东省', '济南市', '历下区', '0', '济南市历下区窑头小区15号楼')
('济南爱容整形美容医院', '一级未定', '专科医院', '山东省', '济南市', '历下区', '25', '济南市历下区长盛北区69号')
('济南安康医院', '二级乙等', '综合医院', '山东省', '济南市', '历下区', '123', '济南市历下区甸柳新村五区15号')
('济南惠民中医医院', '未定级', '中医医院', '山东省', '济南市', '市中区', '20', '济南市市中区济微路127号')
('山东师范大学校医院（济南市历下区文东办事处山师大社区卫生服务站）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '37', '济南市历下区文化东路88号')
('济南市历下区计划生育服务站', None, '计划生育服务中心', '山东省', '济南市', '历下区', '0', '山东省济南市历下区文化东路73号')
('济南市历下区疾病控制中心', None, '疾病预防控制中心', '山东省', '济南市', '历下区', '0', '济南市历下区文化东路73号')
('济南市口腔医院泺文门诊部', None, '门诊部', '山东省', '济南市', '历下区', '0', '济南市历下区泺文路56号')
('山东省医学科学院颈肩腰腿疼医院', '二级未定', '综合医院', '山东省', '济南市', '历下区', '50', '济南市经十路18877号')
('历下心艺医疗美容诊所', None, '诊所', '山东省', '济南市', '历下区', '0', '济南市历下区山大南路99-5号')
('济南艺星医疗美容医院', '一级未定', '专科医院', '山东省', '济南市', '历下区', '10', '济南市历下区泺源大街1-1号')
('济南市历下区第三人民医院（济南市历下区姚家办事处社区卫生服务中心）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '67', '济南市历下区工业南路72号')
('济南舜德老年护理院', '未定级', '护理院', '山东省', '济南市', '天桥区', '150', '天桥区北园大街372号')
('济南市人民政府机关门诊部', None, '门诊部', '山东省', '济南市', '历下区', '0', '历下区龙鼎大道1号E区一楼')
('历下田园诊所', None, '诊所', '山东省', '济南市', '历下区', '0', '济南市历下区解放路12号1号楼101')
('济南中医不孕不育医院', '一级未定', '中医医院', '山东省', '济南市', '槐荫区', '20', '济南市槐荫区经六路延长线段北东路21号')
('济南齐鲁花园医院', '二级未定', '综合医院', '山东省', '济南市', '历下区', '0', '济南市历下区花园路1号')
('济南市口腔医院东院', None, '专科医院', '山东省', '济南市', '历下区', '0', '历下区环山路54-56号')
('济南市历下区千佛山办事处佛山苑社区卫生服务站', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '0', '济南市历下区佛山街15号')
('济南市市中区党家庄镇计划生育服务站', None, '计划生育服务中心', '山东省', '济南市', '市中区', '0', '山东省济南市市中区党家庄镇人民政府')
('济南南郊宾馆门诊部', None, '门诊部', '山东省', '济南市', '历下区', '0', '济南市历下区马鞍山路2号')
('济南市市中区疾病预防控制中心', None, '疾病预防控制中心', '山东省', '济南市', '市中区', '0', '济南市市中区郎茂山路6号')
('济南中研银屑病医院', '未定级', '中医医院', '山东省', '济南市', '槐荫区', '50', '槐荫区段北路123号')
('济南历下孔字新智诊所', None, '诊所', '山东省', '济南市', '历下区', '0', '济南市历下区历山路114号')
('济南市天桥区大桥镇卫生院', None, '乡镇卫生院', '山东省', '济南市', '天桥区', '40', '济南市天桥区大桥镇马店2区')
('济南市市中区计划生育服务中心', None, '计划生育服务中心', '山东省', '济南市', '市中区', '0', '济南市市中区文化西路58号')
('济南西京白癜风医院', '未定级', '专科医院', '山东省', '济南市', '历下区', '20', '历下区趵突泉北路6号')
('山东大学齐鲁医院高新区医院', None, '综合医院', '山东省', '济南市', '历下区', '0', '济南市工业南路30-5号')
('山东省地矿职工医院（济南市历下区建新办事处地矿医院社区卫生服务站）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '60', '济南市历下区解放路95号')
('中铁十四局集团有限公司机关门诊部', None, '门诊部', '山东省', '济南市', '历下区', '0', '济南市历下区和平路16号11号楼')
('山东大学齐鲁医院', '三级未定', '综合医院', '山东省', '济南市', '历下区', '1000', '济南市文化西路107号')
('山东中医药大学附属医院', '三级甲等', '中医医院', '山东省', '济南市', '历下区', '1600', '济南市历下区文化西路42号')
('山东省千佛山医院', '三级甲等', '综合医院', '山东省', '济南市', '历下区', '1400', '经十路66号')
('山东中医药大学中鲁医院', '一级未定', '中医医院', '山东省', '济南市', '历下区', '30', '济南市历下区山师东路28-4号')
('济南市中心医院', '三级甲等', '综合医院', '山东省', '济南市', '历下区', '1082', '济南市历下区解放路105号')
('济南第一藏医院', None, '专科医院', '山东省', '济南市', '历下区', 0, '济南市历下区历山东路15号')
('山东省胸科医院', '三级甲等', '专科医院', '山东省', '济南市', '历下区', '500', '济南市历山路46号')
('济南中医静脉曲张医院', '未定级', '中医医院', '山东省', '济南市', '历下区', '45', '历下区工业南路93号')
('山东省精神卫生中心', '三级甲等', '专科医院', '山东省', '济南市', '历下区', '550', '济南市历下区文化东路49号')
('山东中医药大学第二附属医院', '三级甲等', '中西医结合医院', '山东省', '济南市', '市中区', '810', '济南市经八路1号')
('济南市第一人民医院', '二级甲等', '综合医院', '山东省', '济南市', '历下区', '302', '济南市大明湖路132号')
('济南中医肿瘤医院', '未定级', '中医医院', '山东省', '济南市', '历下区', '26', '历下区黄台南路41号')
('山东省口腔医院（山东大学口腔医院）', '三级甲等', '专科医院', '山东省', '济南市', '历下区', '50', '济南市文化西路44-1号')
('济南市民族医院', '一级甲等', '综合医院', '山东省', '济南市', '市中区', '50', '济南市文化西路125号')
('山东省荣军总医院', '二级甲等', '综合医院', '山东省', '济南市', '历下区', '510', '济南市历下区解放路23号')
('济南市历下区甸柳新村办事处省建工社区卫生服务站（山东省建设建工集团门诊部）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '0', '济南市历下区文化东路16号')
('山东内分泌与代谢病医院', '三级未定', '专科医院', '山东省', '济南市', '历下区', '35', '济南市经十路18877号')
('济南医院', '二级甲等', '综合医院', '山东省', '济南市', '历下区', '240', '济南市历下区历山路63-1号')
('济南市中医医院', '三级甲等', '中医医院', '山东省', '济南市', '市中区', '504', '济南市共青团路76号')
('山东省监狱医院（济南市历下区姚家办事处省监狱医院社区卫生服务站）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '60', '济南市历下区工业南路91号')
('济南市市中区岔路街卫生院', None, '乡镇卫生院', '山东省', '济南市', '市中区', '3', '市中区岔路街小区一区8号楼后平房')
('派克森医疗美容门诊部', None, '门诊部', '山东省', '济南市', '历下区', '0', '济南市历下区朝山街49号')
('济南艾玛妇产医院', '二级未定', '专科医院', '山东省', '济南市', '历下区', '24', '济南市历下区窑头路1号')
('济南市历下区人民医院', '二级甲等', '综合医院', '山东省', '济南市', '历下区', '274', '济南市文化东路73号')
('济南祝康正脊中医医院', '一级未定', '中医医院', '山东省', '济南市', '市中区', '20', '济南市市中区经一路2号')
('济南市市中区经二路办事处卫生院', None, '乡镇卫生院', '山东省', '济南市', '市中区', '0', '市中区望平街9号')
('山东大学校医院趵突泉校区分院（济南市历下区趵突泉办事处社区卫生服务中心）', None, '社区卫生服务中心', '山东省', '济南市', '历下区', '37', '济南市历下区济南文化西路44号')
('济南同济中西医结合医院', '未定级', '中西医结合医院', '山东省', '济南市', '天桥区', '60', '济南市天桥区无影山北路69号')
('山东省疾病预防控制中心', None, '疾病预防控制中心', '山东省', '济南市', '历下区', '0', '经十路72号')
('济南市口腔医院东关门诊部', None, '门诊部', '山东省', '济南市', '历下区', '0', '济南市历下区东关大街99号')
('台前县公疗医院', None, '综合医院', '河南省', '濮阳市', '台前县', '73', '台前县槐荫路')
('台前县第二人民医院', '二级未定', '综合医院', '河南省', '濮阳市', '台前县', '64', '台前县前夹河村')
('台前县人民医院', '二级甲等', '综合医院', '河南省', '濮阳市', '台前县', '108', '台前县黄河路007号')
('鹿邑县中医精神病医院', None, '专科医院', '河南省', '周口市', '鹿邑县', '0', '河南省周口市鹿邑县任集乡')
('李文生皮肤病门诊', None, '门诊部', '河南省', '周口市', '郸城县', '0', '河南省郸城县李文生皮肤病门诊')
('郸城县妇幼保健院', '二级未定', '妇幼保健院', '河南省', '周口市', '郸城县', '63', '郸城县新华路')
('郸城县中医院', '二级甲等', '中医医院', '河南省', '周口市', '郸城县', '100', '郸城县西环路')
('郸城县人民医院', '二级甲等', '综合医院', '河南省', '周口市', '郸城县', '300', '郸城县北关')
('淮阳精神病防治院', None, '专科疾病防治院（所、站）', '河南省', '周口市', '淮阳县', '200', '淮阳市')
('淮阳市中医院', None, '中医医院', '河南省', '周口市', '淮阳县', '60', '淮阳市南门外')
('淮阳市第二人民医院', None, '综合医院', '河南省', '周口市', '淮阳县', '70', '淮阳市淮阳市南门大街5号')
('淮阳县公疗医院', None, '综合医院', '河南省', '周口市', '淮阳县', '0', '淮阳县')
('淮阳县中医院', '二级甲等', '中医医院', '河南省', '周口市', '淮阳县', '150', '淮阳县醒众街')
('淮阳县人民医院', '二级甲等', '综合医院', '河南省', '周口市', '淮阳县', '857', '淮阳县玉带中路')
('沈丘县留福卫生院', '一级甲等', '乡镇卫生院', '河南省', '周口市', '沈丘县', '0', '河南沈丘县留福镇')
('沈丘县公费医疗医院', '一级甲等', '综合医院', '河南省', '周口市', '沈丘县', '61', '沈丘县健康路3号')
('沈丘县中医院', '二级乙等', '中医医院', '河南省', '周口市', '沈丘县', '110', '沈丘县阐南路42号')
('沈丘县人民医院', '二级甲等', '综合医院', '河南省', '周口市', '沈丘县', '360', '沈丘县闸北路83号')
('清丰县第二人民医院', '二级未定', '综合医院', '河南省', '濮阳市', '清丰县', '100', '清丰县乾坤路007号')
('清丰县中医院', '二级甲等', '中医医院', '河南省', '濮阳市', '清丰县', '110', '清丰县')
('清丰县人民医院', '二级甲等', '综合医院', '河南省', '濮阳市', '清丰县', '226', '清丰县乾坤路054号')
('清丰县妇幼保健院', '二级甲等', '妇幼保健院', '河南省', '濮阳市', '清丰县', '40', '河南省濮阳市清丰县城关镇乾坤路71号')
('南乐县骨科医院', None, '专科医院', '河南省', '濮阳市', '南乐县', '0', '南乐县')
('南乐县精神病医院', None, '专科医院', '河南省', '濮阳市', '南乐县', '100', '南乐县东关村')
('南乐县人民医院', '二级甲等', '综合医院', '河南省', '濮阳市', '南乐县', '294', '南乐县城关健康路')
('南乐县中心医院', None, '综合医院', '河南省', '濮阳市', '南乐县', '0', '河南省濮阳市南乐县城关镇兴华路西端')
('南乐县眼科医院', None, '专科医院', '河南省', '濮阳市', '南乐县', '0', '河南省濮阳市南乐县城关镇光明北路')
('濮阳罗氏中医乳腺病医院', '一级甲等', '综合医院', '河南省', '濮阳市', '范县', '0', '河南省濮阳市范县')
('范县公疗医院', None, '综合医院', '河南省', '濮阳市', '范县', '75', '县西一街南5号')
('范县妇幼保健院', '一级甲等', '妇幼保健院', '河南省', '濮阳市', '范县', '83', '范县南一街71号')
('范县中医院', '二级乙等', '中医医院', '河南省', '濮阳市', '范县', '80', '范县新区')
('范县第二人民医院', '一级甲等', '综合医院', '河南省', '濮阳市', '范县', '121', '范县濮城镇')
('范县人民医院', '二级甲等', '综合医院', '河南省', '濮阳市', '范县', '300', '范县城关西街17号')
('煤业（集团）有限责任公司义马机关医院', None, '综合医院', '河南省', '三门峡市', '义马市', '0', '义马市朝阳路')
('项城市城郊医院', None, '综合医院', '河南省', '周口市', '项城市', '30', '项城市')
('项城市养和医院', None, '综合医院', '河南省', '周口市', '项城市', '120', '项城市')
('项城肿瘤医院', None, '专科医院', '河南省', '周口市', '项城市', 0, '河南省项城市西大街西段')
('项城市第二人民医院', '二级甲等', '综合医院', '河南省', '周口市', '项城市', '195', '项城市北街')
('项城市第一人民医院', '二级甲等', '综合医院', '河南省', '周口市', '项城市', '350', '河南省项城市西大街103号')
('扶沟县公疗医院', None, '综合医院', '河南省', '周口市', '扶沟县', '64', '扶沟县健康路')
('扶沟县大众医院', None, '综合医院', '河南省', '周口市', '扶沟县', '67', '扶沟县新建路11号')
('扶沟县中医院', '二级甲等', '中医医院', '河南省', '周口市', '扶沟县', '100', '扶沟县健康路')
('扶沟县人民医院', '二级未定', '综合医院', '河南省', '周口市', '扶沟县', '273', '扶沟县古楼')
('西华县妇幼保健院', None, '妇幼保健院', '河南省', '周口市', '西华县', '0', '西华县城关镇东华路58号')
('西华县公疗医院', None, '综合医院', '河南省', '周口市', '西华县', '150', '西华县中州路中段')
('西华县中医院', '二级未定', '中医医院', '河南省', '周口市', '西华县', '100', '西华县南门建设路15号')
('西华县人民医院', '二级未定', '综合医院', '河南省', '周口市', '西华县', '450', '西华县城关镇箕城路15号(南院),西华县城关镇长平路30号(北院)')
('黄泛区农场职工医院', None, '专科医院', '河南省', '周口市', '西华县', '139', '西华县场部')
('五二农场医院', None, '综合医院', '河南省', '周口市', '西华县', '160', '西华县五二农场')
('西华县创伤医院', '未定级', '专科医院', '河南省', '周口市', '西华县', '0', '河南省周口市西华县城关镇北华路中段')
('商水县中医院', '二级甲等', '中医医院', '河南省', '周口市', '商水县', '55', '商水县章华台路中段')
('商水县人民医院', '二级甲等', '综合医院', '河南省', '周口市', '商水县', '380', '商水县章华台路东段')
('商水县妇幼保健院', None, '妇幼保健院', '河南省', '周口市', '商水县', '0', '河南省周口市商水县健康路东段')
('商水县公疗医院', None, '综合医院', '河南省', '周口市', '商水县', '0', '商水县健康路中段')
('太康县公费医疗医院', None, '综合医院', '河南省', '周口市', '太康县', '74', '太康县健康路西段')
('太康县民族骨科医院', None, '专科医院', '河南省', '周口市', '太康县', '36', '太康县建设路北段')
('太康县血栓病医院', None, '综合医院', '河南省', '周口市', '太康县', '100', '太康县东大街东段')
('太康县中医院', '二级甲等', '中医医院', '河南省', '周口市', '太康县', '200', '太康县西环路三里桥')
('太康县人民医院', '二级甲等', '综合医院', '河南省', '周口市', '太康县', '600', '太康县建设路南段469号')
('太康县公疗医院', '一级甲等', '综合医院', '河南省', '周口市', '太康县', '0', '河南省周口市太康县城关回族镇健康路1号')
('鹿邑县公疗医院', None, '综合医院', '河南省', '周口市', '鹿邑县', '100', '鹿邑县文化街9号')
('鹿邑县中医院', '二级甲等', '中医医院', '河南省', '周口市', '鹿邑县', '82', '鹿邑县南关')
('鹿邑县人民医院', '二级甲等', '综合医院', '河南省', '周口市', '鹿邑县', '304', '河南省周口市鹿邑县仙台路东段（原老君台后街）')
('陕县儿童医院', None, '专科医院', '河南省', '三门峡市', '陕县', '0', '河南省三门峡市陕县')
('陕州人民医院', None, '综合医院', '河南省', '三门峡市', '陕县', '0', '河南省三门峡市陕县')
('陕县西张村卫生院', None, '乡镇卫生院', '河南省', '三门峡市', '陕县', '0', '河南陕县西张村卫生院')
('陕县人民医院', '二级未定', '综合医院', '河南省', '三门峡市', '陕县', '253', '陕县黄河路39号')
('卢氏县公疗医院', '一级甲等', '综合医院', '河南省', '三门峡市', '卢氏县', '67', '河南省三门峡市卢氏县洛北路')
('卢氏县妇幼保健院', '一级未定', '妇幼保健院', '河南省', '三门峡市', '卢氏县', '0', '河南省三门峡市卢氏县')
('卢氏县中医院', '二级甲等', '中医医院', '河南省', '三门峡市', '卢氏县', '100', '河南省三门峡市卢氏县洛滨路')
('卢氏县第二人民医院', '一级甲等', '综合医院', '河南省', '三门峡市', '卢氏县', '120', '河南省卢氏县洛滨路（西关）卢区县第二人民医院')
('卢氏县人民医院', '二级乙等', '综合医院', '河南省', '三门峡市', '卢氏县', '300', '卢氏县行政路')
('灵宝市第三人民医院', '一级甲等', '综合医院', '河南省', '三门峡市', '灵宝市', '100', '灵宝市涧东新区新华东路（市一小东500米）')
('灵宝市商业局职工医院', None, '专科医院', '河南省', '三门峡市', '灵宝市', '60', '灵宝市宏家路')
('灵宝市福寿堂眼科医院', None, '专科医院', '河南省', '三门峡市', '灵宝市', 0, '河南省灵宝市函谷路36、38号')
('灵宝市华侨医院', None, '综合医院', '河南省', '三门峡市', '灵宝市', '100', '灵宝市车站路润东街')
('灵宝市痔瘘医院', None, '专科医院', '河南省', '三门峡市', '灵宝市', '23', '灵宝市桃林街128号')
('灵宝市第二人民医院', '二级甲等', '综合医院', '河南省', '三门峡市', '灵宝市', '150', '河南省灵宝市康乐西路')
('灵宝市第一人民医院', '二级未定', '综合医院', '河南省', '三门峡市', '灵宝市', '450', '河南省灵宝市函谷路中段')
('灵宝市妇幼保健院', '二级甲等', '妇幼保健院', '河南省', '三门峡市', '灵宝市', '70', '灵宝市区函谷路南段')
('灵宝市中医院', '二级甲等', '中医医院', '河南省', '三门峡市', '灵宝市', '200', '河南省三门峡市灵宝市函谷大道')
('黄金公司职工医院', '一级甲等', '专科医院', '河南省', '三门峡市', '灵宝市', '0', '灵宝市')
('灵宝乳腺病医院', None, '综合医院', '河南省', '三门峡市', '灵宝市', '0', '河南省灵宝市黄河路与新灵街交叉口')
('灵宝精神康复医院', None, '专科医院', '河南省', '三门峡市', '灵宝市', '450', '河南省灵宝市焦村镇西2公里尚庄村310国道路南')
('渑池县胆结石医院', None, '专科医院', '河南省', '三门峡市', '渑池县', '0', '河南省三门峡市渑池县新华街')
('渑池县人民医院', '二级甲等', '综合医院', '河南省', '三门峡市', '渑池县', '232', '渑池县黄河路中段')
('义马煤业集团千秋矿职工医院', None, '专科医院', '河南省', '三门峡市', '义马市', '110', '义马市千秋村')
('义马煤业集团宜洛煤矿职工医院', None, '专科医院', '河南省', '三门峡市', '义马市', '126', '宜阳县城')
('义马煤业集团机关医院', None, '综合医院', '河南省', '三门峡市', '义马市', '50', '义马市朝阳路')
('义马市人民医院', '二级未定', '综合医院', '河南省', '三门峡市', '义马市', '200', '义马市人民路1号')
('义马煤业集团总医院', '二级甲等', '综合医院', '河南省', '三门峡市', '义马市', '550', '义马市千秋路西')
('义煤集团总医院', '二级甲等', '综合医院', '河南省', '三门峡市', '义马市', '0', '河南省义马市千秋路西段')
('煤业（集团）有限责任公司义马总医院', None, '综合医院', '河南省', '三门峡市', '义马市', '0', '义马市千秋路西')
('巩义市第二人民医院', None, '综合医院', '河南省', '郑州市', '巩义市', '100', '巩义市孝义路93号')
('巩义市阳光医院', None, '综合医院', '河南省', '郑州市', '巩义市', 0, '巩义市新华南路')
('巩义市妇幼保健院', '一级甲等', '妇幼保健院', '河南省', '郑州市', '巩义市', '60', '巩义市新华西路47号')
('巩义市人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '巩义市', '600', '巩义市人民西路28号')
('巩义市中医院', '二级甲等', '中医医院', '河南省', '郑州市', '巩义市', '430', '巩义市新华南路30号')
('巩义市中医医院', '二级甲等', '中医医院', '河南省', '郑州市', '巩义市', '420', '河南省巩义市新华南路30号')
('武警8680部队医院', '二级甲等', '综合医院', '河南省', '郑州市', '巩义市', '0', '巩义市')
('荥阳市第二人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '荥阳市', '150', '中国-河南-荥阳市索河路西段')
('荥阳市公费医疗医院', None, '综合医院', '河南省', '郑州市', '荥阳市', '100', '荥阳市索河路东段')
('荥阳市中医院', '二级甲等', '中医医院', '河南省', '郑州市', '荥阳市', '120', '荥阳市老城郑上路132号')
('荥阳市妇幼保健院', '一级甲等', '妇幼保健院', '河南省', '郑州市', '荥阳市', '54', '荥阳市工业路')
('荥阳市人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '荥阳市', '400', '荥阳市索河西路22号')
('荥阳市中医医院', '二级甲等', '中医医院', '河南省', '郑州市', '荥阳市', '100', '荥阳市老城南街')
('荥阳市公疗医院', None, '综合医院', '河南省', '郑州市', '荥阳市', '0', '河南省荥阳市索河路')
('郑文友中医肿瘤医院', None, '专科医院', '河南省', '郑州市', '荥阳市', '100', '荥阳市工业园区')
('郑州中牟新区骨病医院', '一级甲等', '专科医院', '河南省', '郑州市', '中牟县', '0', '中牟商都大街原三一零国道北侧')
('河南省中牟造纸厂职工医院', None, '专科医院', '河南省', '郑州市', '中牟县', '0', '郑州向阳路11号')
('中牟县中医院', '二级甲等', '中医医院', '河南省', '郑州市', '中牟县', '200', '中牟县青年路西段')
('中牟县第三人民医院', None, '综合医院', '河南省', '郑州市', '中牟县', '0', '中牟县解放路与东风路交叉处')
('中牟县第二人民医院', '二级未定', '综合医院', '河南省', '郑州市', '中牟县', '89', '中牟县官渡大街中段')
('中牟县妇幼保健所', None, '妇幼保健院', '河南省', '郑州市', '中牟县', '0', '中牟县建设路28号')
('中牟县第一人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '中牟县', '300', '郑州市中牟县解放路')
('石油部管道局第三工程公司职工医院', '二级甲等', '专科医院', '河南省', '郑州市', '中牟县', '125', '中牟县')
('河南中都皮肤病医院', '未定级', '专科医院', '河南省', '郑州市', '郑东新区', '100', '河南省郑州市郑东新区商都路与聚源路交叉口（原郑汴路东段七里河桥西）')
('中国人民解放军75688部队医院', '未定级', '专科医院', '河南省', '郑州市', '惠济区', '0', '郑州市江山路126号附9号')
('郑州市惠济区人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '惠济区', '0', '郑州市三全路1号')
('惠济军海脑病医院', None, '专科医院', '河南省', '郑州市', '惠济区', '120', '郑州市惠济区南阳路138号（南阳路与弘润路交叉口）')
('郑州大学第四附属医院', '三级未定', '综合医院', '河南省', '郑州市', '惠济区', '130', '郑州市南阳路北段169号')
('郑州市邙山中医肿瘤医院', None, '专科医院', '河南省', '郑州市', '惠济区', '100', '河南省郑州市惠济区综合投资区长兴南路')
('北京国医药研究院附属河医医院', None, '专科医院', '河南省', '郑州市', '惠济区', '120', '郑州市惠济南阳路138号')
('河南东海肝病医院', None, '综合医院', '河南省', '郑州市', '新郑市', '200', '新郑市郑韩路与107国道交叉口')
('新郑市康复医院', '一级未定', '专科医院', '河南省', '郑州市', '新郑市', '106', '新郑市新建南路')
('新郑市公疗医院', None, '综合医院', '河南省', '郑州市', '新郑市', '127', '新郑市中华路19号')
('新郑市第二人民医院', '二级乙等', '综合医院', '河南省', '郑州市', '新郑市', '127', '新郑市中华北路')
('新郑卷烟厂职工医院', '一级甲等', '专科医院', '河南省', '郑州市', '新郑市', '100', '新郑市道西中路20号')
('新郑市中医院', '二级甲等', '中医医院', '河南省', '郑州市', '新郑市', '400', '新郑市郑新路')
('新郑市人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '新郑市', '490', '新郑市人民西路31号')
('新郑市烟厂职工医院', None, '专科医院', '河南省', '郑州市', '新郑市', '0', '河南省新郑市烟厂')
('河南省第二人民医院', None, '综合医院', '河南省', '郑州市', '新郑市', '500', '河南省郑州市新郑市龙湖镇双湖大道8号（龙湖院区）')
('登封市三康医院', None, '综合医院', '河南省', '郑州市', '登封市', '60', '登封市')
('登封市妇幼保健院', '二级甲等', '妇幼保健院', '河南省', '郑州市', '登封市', '400', '登封市少林大道185号')
('登封市红十字会少林医院', None, '综合医院', '河南省', '郑州市', '登封市', '0', '登封市少林村')
('登封市胃肠道疾病研究所怀宇堂医院', None, '专科医院', '河南省', '郑州市', '登封市', '0', '登封市区少林大道（218号）与嵩阳路交汇处')
('登封市骨科医院', None, '专科医院', '河南省', '郑州市', '登封市', 0, '登封市区少林路西段')
('登封市中医院', '二级甲等', '中医医院', '河南省', '郑州市', '登封市', '500', '河南省登封市中岳大街17号')
('登封市水利医院', '一级甲等', '综合医院', '河南省', '郑州市', '登封市', '120', '登封市东关村')
('登封市人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '登封市', '498', '河南省登封市中岳大街东段')
('登封市第二人民医院', None, '综合医院', '河南省', '郑州市', '登封市', '0', '登封市')
('登封市胃肠病专科', None, '综合医院', '河南省', '郑州市', '登封市', '0', '登封市西关街6号')
('新密东方医院', None, '综合医院', '河南省', '郑州市', '新密市', '20', '新密市青屏大街与开阳路交叉口（老法院）青屏派出所旁边')
('新密市红十字会中风专科医院', None, '专科医院', '河南省', '郑州市', '新密市', '28', '新密市韩庄村')
('新密市第三人民医院', None, '综合医院', '河南省', '郑州市', '新密市', '0', '新密市')
('新密市眼科医院', None, '专科医院', '河南省', '郑州市', '新密市', '62', '新密市嵩山大道123号')
('新密市妇幼保健院', '一级甲等', '妇幼保健院', '河南省', '郑州市', '新密市', '170', '新密市西大街18号')
('新密市第二人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '新密市', '100', '新密市东街村')
('新密市新华医院', '一级未定', '综合医院', '河南省', '郑州市', '新密市', '60', '新密市南密新路11号')
('新密市第一人民医院', '二级甲等', '综合医院', '河南省', '郑州市', '新密市', '630', '新密市西大街32号')
('新密市中医院', '二级甲等', '中医医院', '河南省', '郑州市', '新密市', '500', '新密市密新北路2号')
('新密市红十字中心医院', '二级甲等', '综合医院', '河南省', '郑州市', '新密市', '50', '新密市嵩山大道中段')
('郑煤集团总医院', '二级甲等', '综合医院', '河南省', '郑州市', '新密市', '500', '新密市矿区西街44号')
('郑州天伦不孕不育医院', '未定级', '专科医院', '河南省', '郑州市', '金水区', '30', '郑州市城东路与商城路交叉口（向南60米）')
('郑州芳艺整形美容医院', '一级甲等', '专科医院', '河南省', '郑州市', '金水区', '0', '郑州市金水路和经六路交叉口向北100米路西')
('郑州西京白癜风医院', None, '专科医院', '河南省', '郑州市', '二七区', '300', '郑州市二七区建设东路23号')
('郑州大学医院二院', '未定级', '综合医院', '河南省', '郑州市', '二七区', '200', '郑州市文化路和丰产路交叉口向南50米（郑大工学院旁）')
('郑州丰益肛肠医院', '二级甲等', '专科医院', '河南省', '郑州市', '二七区', '100', '郑州市嵩山南路73号(嵩山路与陇海路交叉口向北100米)')
('枝江市魏运秋牙科诊所', '未定级', '诊所', '湖北省', '宜昌市', '枝江市', '0', '湖北省枝江市七星路3号')
('中国石油化工总公司湖北化肥厂职工医院', '一级甲等', '专科医院', '湖北省', '宜昌市', '枝江市', '0', '枝江市马店镇迎宾大道15号')
('宜都市港口医院', None, '综合医院', '湖北省', '宜昌市', '宜都市', '0', '宜都市枝城镇复兴路194号')
('宜都市妇幼保健院', '二级未定', '妇幼保健院', '湖北省', '宜昌市', '宜都市', '80', '宜都市陆城清江大道25号')
('宜都市中医院', '二级甲等', '中医医院', '湖北省', '宜昌市', '宜都市', '120', '宜都市陆城城乡路')
('宜都市第二人民医院', '二级未定', '综合医院', '湖北省', '宜昌市', '宜都市', '150', '宜都市大同路31号')
('宜都市二医院', '二级甲等', '综合医院', '湖北省', '宜昌市', '宜都市', '180', '宜都市大同路')
('宜都市第一人民医院', '二级甲等', '综合医院', '湖北省', '宜昌市', '宜都市', '400', '宜都市陆城东正街52号')
('宜都市精神病医院', '二级乙等', '专科医院', '湖北省', '宜昌市', '宜都市', '0', '湖北省宜都市陆城八字桥')
('枝城市第一人民医院', '一级甲等', '综合医院', '湖北省', '宜昌市', '宜都市', '0', '枝城市东正街')
('宜都市一医院宜都市红十字医院', None, '综合医院', '湖北省', '宜昌市', '宜都市', '0', '宜都市陆城东正街')
